timestamp,open,high,low,close,volume
18-08-2022,141.32,142.77,140.38,142.3,37458737
17-08-2022,142.69,143.38,140.78,142.1,48149778
16-08-2022,143.905,146.57,142,144.78,59102859
15-08-2022,142.8,143.76,141.49,143.18,39014583
12-08-2022,142.05,143.57,140.1201,143.55,47643484
11-08-2022,143.86,144.49,139.76,140.64,44867336
10-08-2022,142.9,144.6,141.01,142.69,54773819
09-08-2022,138.052,138.9523,136.21,137.83,40434715
08-08-2022,142.05,144.23,138.29,139.41,52303475
05-08-2022,140.1,142.86,139.6,140.8,50686865
04-08-2022,140.58,143.56,139.55,142.57,70585020
03-08-2022,136.21,140.49,136.05,139.52,71827780
02-08-2022,134.72,137.44,134.09,134.16,61922429
01-08-2022,134.96,138.8339,133.51,135.39,76846908
29-07-2022,134.9,137.65,132.41,134.95,148892889
28-07-2022,121.57,122.84,118.08,122.28,82245543
27-07-2022,117.31,121.9,117.16,120.97,61582015
26-07-2022,115.79,118.15,114.53,114.81,67075064
25-07-2022,122.695,123.64,120.03,121.14,50221259
22-07-2022,125.01,125.5,121.3504,122.42,51463797
21-07-2022,123.2,124.85,121.26,124.63,60239892
20-07-2022,118.615,123.475,118.32,122.77,71268322
19-07-2022,115.7,118.95,114.03,118.21,60990043
18-07-2022,115,117.24,113.15,113.76,59115419
15-07-2022,112.5,115.59,111.59,113.55,84317816
14-07-2022,110.24,111.18,107.58,110.63,51163140
13-07-2022,107.03,111.78,106.01,110.4,61353812
12-07-2022,112.16,113.23,108.34,109.22,54280257
11-07-2022,114.08,114.3,110.87,111.75,53540019
08-07-2022,114.6,116.58,113.69,115.54,45719694
07-07-2022,113.85,116.99,113.49,116.33,57872323
06-07-2022,113.21,115.48,112.01,114.33,66958884
05-07-2022,107.6,114.08,106.3242,113.5,76684414
01-07-2022,106.29,109.75,105.8469,109.56,73021171
30-06-2022,108.11,108.18,102.52,106.21,97679401
29-06-2022,107.38,110.99,106.91,108.92,66375341
28-06-2022,113.5,114.85,107.04,107.4,75172028
27-06-2022,117.09,117.98,112.7,113.22,62133240
24-06-2022,112.38,116.71,111.43,116.46,69867618
23-06-2022,110.39,113,107.93,112.44,64345300
22-06-2022,107.43,112.13,107.02,108.95,60040131
21-06-2022,108.2,111.6299,103.56,108.68,70901245
17-06-2022,102.8,106.98,102.51,106.22,99772147
16-06-2022,104.47,104.58,102.01,103.66,82186301
15-06-2022,103.86,109.06,103.53,107.67,85011060
14-06-2022,104.19,104.88,101.43,102.31,69728761
13-06-2022,104.19,106.54,101.86,103.67,99277742
10-06-2022,113.415,114.5,109.05,109.65,87412245
09-06-2022,119.99,121.3,116.1,116.15,67029842
08-06-2022,122.61,123.75,120.75,121.18,64926594
07-06-2022,122.005,124.1,120.63,123,85156712
06-06-2022,125.245,128.99,123.81,124.79,134271125
03-06-2022,2484,2488,2420.929,2447,4880166
02-06-2022,2433.68,2512.2,2400.9,2510.22,5028034
